id_cliente,idade,renda_mensal,score_credito,valor_imovel,prazo_contrato_meses,valor_financiado,inadimplente
752,67,"R$6.743,50",314,"R$522.975,51",240,"R$237.964,43",1
753,45,"R$5.760,00",815,"R$410.525,97",300,"R$174.790,78",0
754,22,"R$5.672,80",490,"R$538.820,09",300,"R$254.166,99",0
755,30,"R$8.883,02",467,"R$472.435,45",180,"R$250.355,61",0
756,50,"R$7.950,54",820,"R$406.115,65",300,"R$160.820,16",0
757,65,"R$6.440,99",436,"R$476.002,29",360,"R$196.321,22",0
758,25,"R$4.128,09",453,"R$360.584,42",120,"R$157.132,73",1
759,53,"R$8.265,45",687,"R$322.569,86",180,"R$169.229,81",0
760,21,"R$6.826,12",508,"R$481.086,31",300,"R$301.355,68",1
761,38,"R$7.511,76",571,"R$315.567,16",360,"R$229.755,95",0
762,52,"R$8.761,65",442,"R$464.237,26",240,"R$205.919,83",1
763,67,"R$2.000,00",368,"R$403.074,76",300,"R$157.950,56",1
764,69,"R$4.166,81",546,"R$167.055,83",120,"R$81.761,09",1
765,31,"R$13.741,11",560,"R$342.561,75",120,"R$255.959,24",0
766,41,"R$6.733,47",378,"R$433.483,82",300,"R$132.182,38",0
767,46,"R$2.000,00",824,"R$359.399,93",300,"R$229.632,95",0
768,45,"R$4.375,15",629,"R$145.326,79",360,"R$78.270,11",1
769,42,"R$14.211,17",488,"R$532.075,01",300,"R$202.466,84",0
770,47,"R$6.242,51",394,"R$416.937,51",240,"R$192.004,21",0
771,69,"R$10.897,54",307,"R$444.373,93",360,"R$183.293,15",0
772,33,"R$8.302,79",366,"R$352.672,38",180,"R$260.595,29",0
773,53,"R$6.787,58",795,"R$453.148,97",240,"R$245.124,90",0
774,54,"R$9.938,61",490,"R$583.482,01",360,"R$339.322,29",0
775,61,"R$2.039,11",665,"R$326.492,70",360,"R$194.865,15",0
776,55,"R$4.397,17",820,"R$566.701,27",120,"R$351.246,30",1
777,21,"R$6.769,12",416,"R$439.856,41",360,"R$240.943,60",0
778,41,"R$4.642,74",566,"R$313.056,73",240,"R$96.714,73",0
779,68,"R$6.548,06",784,"R$621.239,06",300,"R$290.343,12",0
780,26,"R$10.134,28",808,"R$439.164,02",240,"R$172.124,46",0
781,48,"R$8.330,34",597,"R$467.647,87",180,"R$299.328,04",0
782,37,"R$11.326,54",463,"R$373.064,79",360,"R$122.496,69",0
783,25,"R$8.488,44",675,"R$320.367,34",360,"R$186.422,30",0
784,51,"R$10.481,15",567,"R$416.781,32",360,"R$168.928,08",0
785,25,"R$7.839,82",848,"R$558.146,37",360,"R$432.241,34",0
786,58,"R$6.524,31",373,"R$369.034,02",120,"R$172.623,22",0
787,23,"R$11.701,42",807,"R$397.324,88",120,"R$183.806,70",1
788,43,"R$6.226,62",372,"R$545.632,85",300,"R$415.604,36",0
789,57,"R$8.859,61",607,"R$369.967,32",360,"R$188.192,74",0
790,57,"R$9.922,24",498,"R$451.027,63",180,"R$352.447,05",0
791,30,"R$10.103,73",429,"R$487.735,05",300,"R$152.214,88",0
792,30,"R$5.086,39",786,"R$380.321,91",360,"R$172.351,35",0
793,39,"R$10.629,88",450,"R$430.983,76",120,"R$272.854,30",0
794,37,"R$5.552,61",505,"R$466.110,28",180,"R$347.451,88",0
795,41,"R$10.026,76",478,"R$359.908,48",300,"R$154.113,82",1
796,34,"R$9.337,93",496,"R$481.576,52",180,"R$368.521,04",0
797,29,"R$10.046,58",388,"R$345.301,39",360,"R$206.165,90",0
798,66,"R$4.987,49",733,"R$332.491,24",240,"R$232.911,48",0
799,21,"R$9.469,82",482,"R$247.295,89",180,"R$123.302,63",0
800,65,"R$10.713,98",508,"R$349.653,77",180,"R$141.990,97",0
801,33,"R$8.483,49",792,"R$318.449,73",120,"R$240.626,26",0
802,24,"R$5.953,46",429,"R$359.912,60",360,"R$275.897,46",0
803,21,"R$10.299,37",312,"R$461.199,26",180,"R$253.100,42",0
804,69,"R$8.284,80",405,"R$227.432,57",360,"R$68.968,36",0
805,60,"R$3.813,89",674,"R$202.532,91",120,"R$71.877,20",0
806,52,"R$5.759,53",398,"R$325.092,08",360,"R$190.671,05",0
807,54,"R$6.684,26",491,"R$446.123,05",120,"R$139.140,58",0
808,48,"R$11.764,55",624,"R$428.886,49",120,"R$213.781,03",0
809,51,"R$11.325,46",766,"R$323.493,77",300,"R$146.117,27",1
810,28,"R$11.317,42",666,"R$516.940,82",360,"R$339.720,14",0
811,59,"R$8.580,90",617,"R$334.159,01",240,"R$109.533,76",0
812,46,"R$10.283,99",443,"R$446.245,40",300,"R$242.920,66",1
813,54,"R$5.148,05",683,"R$363.721,37",120,"R$214.434,53",0
814,23,"R$8.017,01",515,"R$313.122,36",240,"R$190.580,53",0
815,32,"R$9.129,08",660,"R$339.493,32",180,"R$170.622,16",0
816,21,"R$5.312,75",623,"R$473.400,04",180,"R$214.063,87",0
817,64,"R$8.524,78",314,"R$436.102,51",300,"R$279.649,22",1
818,25,"R$12.216,60",516,"R$496.810,27",240,"R$359.583,58",0
819,50,"R$9.396,92",791,"R$436.098,61",360,"R$282.072,43",0
820,50,"R$10.293,86",846,"R$238.883,05",240,"R$182.996,64",0
821,37,"R$2.000,00",482,"R$611.441,48",300,"R$402.714,78",1
822,68,"R$11.894,92",569,"R$437.516,90",360,"R$298.521,88",0
823,67,"R$7.534,69",766,"R$451.467,16",360,"R$173.341,54",0
824,43,"R$6.078,28",818,"R$362.316,23",180,"R$184.697,88",0
825,35,"R$7.563,41",841,"R$511.317,83",240,"R$277.404,07",0
826,57,"R$4.287,44",766,"R$290.689,24",360,"R$124.457,60",0
827,41,"R$10.619,86",604,"R$460.982,91",300,"R$260.118,79",0
828,34,"R$7.161,51",443,"R$192.036,67",180,"R$85.532,36",0
829,22,"R$6.153,42",410,"R$467.720,85",360,"R$301.095,79",0
830,31,"R$7.579,86",531,"R$292.044,96",240,"R$156.286,18",0
831,59,"R$10.795,04",799,"R$427.699,45",180,"R$226.425,58",0
832,58,"R$8.328,65",572,"R$535.734,05",240,"R$424.205,61",0
833,54,"R$4.475,77",472,"R$482.271,74",240,"R$239.314,05",0
834,58,"R$9.162,45",306,"R$522.438,17",240,"R$251.369,93",1
835,54,"R$5.677,55",454,"R$512.084,84",180,"R$235.201,69",1
836,38,"R$2.609,75",821,"R$347.571,73",360,"R$259.766,29",1
837,50,"R$11.740,02",845,"R$459.833,02",120,"R$252.154,91",0
838,35,"R$9.143,07",847,"R$227.508,31",360,"R$136.506,63",0
839,47,"R$7.804,32",817,"R$331.306,36",180,"R$129.345,06",0
840,54,"R$7.135,98",514,"R$539.265,49",120,"R$307.635,42",0
841,58,"R$11.492,70",433,"R$361.496,32",120,"R$158.091,05",0
842,53,"R$15.717,89",584,"R$213.199,81",120,"R$141.845,77",0
843,44,"R$9.121,95",425,"R$601.369,89",300,"R$430.739,71",0
844,35,"R$5.425,91",738,"R$456.225,03",180,"R$299.924,77",0
845,50,"R$7.613,84",451,"R$476.447,82",300,"R$316.895,97",0
846,62,"R$9.076,43",630,"R$301.953,05",120,"R$167.957,56",0
847,37,"R$2.126,18",837,"R$428.405,66",300,"R$281.059,40",0
848,25,"R$8.836,25",682,"R$425.757,50",300,"R$217.708,32",0
849,49,"R$9.091,06",414,"R$317.851,51",180,"R$198.893,86",1
850,24,"R$11.315,86",781,"R$383.018,03",240,"R$164.513,75",0
851,30,"R$11.055,31",583,"R$249.953,23",300,"R$83.703,96",0
852,37,"R$8.277,93",374,"R$365.329,05",300,"R$185.125,61",0
853,30,"R$11.786,59",465,"R$497.384,63",120,"R$264.056,07",0
854,37,"R$13.089,20",488,"R$325.315,17",120,"R$139.301,12",0
855,40,"R$8.069,88",377,"R$590.729,78",120,"R$392.158,78",0
856,44,"R$9.045,47",320,"R$256.390,85",360,"R$86.346,09",0
857,25,"R$3.581,76",483,"R$373.982,47",300,"R$153.846,73",0
858,54,"R$4.372,57",521,"R$334.357,00",120,"R$225.451,03",0
859,26,"R$5.904,51",627,"R$381.981,92",180,"R$198.081,36",0
860,22,"R$6.890,95",478,"R$537.147,48",360,"R$350.564,90",1
861,33,"R$5.259,69",411,"R$301.554,45",240,"R$176.030,28",0
862,63,"R$7.910,01",358,"R$354.872,95",300,"R$275.153,00",0
863,63,"R$6.965,73",626,"R$465.450,58",300,"R$278.757,38",0
864,68,"R$10.677,24",490,"R$409.315,88",180,"R$125.837,82",1
865,31,"R$6.813,07",499,"R$417.517,49",240,"R$198.921,48",0
866,67,"R$2.283,21",611,"R$303.472,37",240,"R$112.749,19",0
867,43,"R$8.314,38",334,"R$392.841,65",360,"R$299.469,80",0
868,36,"R$7.964,50",678,"R$513.157,85",300,"R$180.634,76",0
869,51,"R$5.844,88",686,"R$239.047,90",120,"R$118.054,60",0
870,31,"R$8.237,50",536,"R$330.269,08",180,"R$136.417,51",0
871,36,"R$5.311,84",818,"R$218.445,84",180,"R$158.015,20",0
872,28,"R$8.824,60",582,"R$453.697,57",180,"R$206.107,21",0
873,24,"R$14.582,31",300,"R$522.547,05",180,"R$415.919,62",0
874,60,"R$3.485,99",763,"R$381.659,00",120,"R$121.866,89",0
875,24,"R$6.709,39",529,"R$299.448,00",120,"R$109.040,51",0
876,45,"R$6.308,74",471,"R$302.375,35",360,"R$124.675,22",0
877,23,"R$6.916,85",386,"R$370.294,28",300,"R$261.262,25",0
878,52,"R$10.549,81",422,"R$369.912,80",120,"R$273.461,22",1
879,23,"R$9.357,07",597,"R$491.183,18",360,"R$164.902,81",0
880,47,"R$10.121,92",783,"R$333.112,40",240,"R$105.340,16",0
881,49,"R$8.076,24",464,"R$443.507,83",300,"R$298.160,75",0
882,52,"R$4.694,75",682,"R$369.453,00",120,"R$135.469,55",0
883,39,"R$5.213,29",508,"R$325.524,30",240,"R$119.304,43",0
884,41,"R$9.865,65",731,"R$366.962,39",360,"R$114.192,56",0
885,25,"R$8.427,08",688,"R$433.653,84",120,"R$140.895,84",0
886,38,"R$11.150,52",523,"R$491.493,34",120,"R$212.245,37",1
887,48,"R$8.733,16",302,"R$374.802,68",240,"R$124.622,92",0
888,62,"R$5.042,46",671,"R$279.606,19",120,"R$135.452,30",0
889,42,"R$6.695,25",745,"R$499.971,48",180,"R$358.173,33",0
890,41,"R$9.412,04",415,"R$310.183,06",120,"R$143.664,43",0
891,26,"R$9.775,83",569,"R$426.082,32",300,"R$282.883,33",1
892,21,"R$10.137,77",746,"R$397.516,73",240,"R$137.920,41",0
893,25,"R$5.378,69",667,"R$384.142,99",300,"R$241.890,08",0
894,61,"R$4.997,42",552,"R$351.302,37",360,"R$161.027,73",0
895,32,"R$7.525,49",616,"R$462.014,88",300,"R$311.802,96",0
896,46,"R$11.600,18",714,"R$100.000,00",180,"R$36.812,60",0
897,66,"R$6.265,33",394,"R$513.647,05",180,"R$384.691,69",1
898,54,"R$9.137,43",323,"R$308.749,22",300,"R$130.072,53",0
899,69,"R$9.137,65",349,"R$440.795,69",360,"R$210.069,52",0
900,34,"R$9.901,93",801,"R$435.502,56",120,"R$337.553,83",0
901,46,"R$12.161,10",797,"R$527.497,74",180,"R$310.823,39",0
902,65,"R$11.904,77",634,"R$419.774,91",300,"R$202.703,33",0
903,47,"R$6.513,49",378,"R$317.089,08",300,"R$245.680,96",0
904,29,"R$2.755,26",326,"R$239.524,50",300,"R$111.268,40",0
905,46,"R$6.303,68",570,"R$365.119,68",120,"R$126.855,49",0
906,67,"R$8.189,18",546,"R$204.182,46",240,"R$163.024,27",1
907,42,"R$7.095,89",686,"R$337.151,43",360,"R$146.297,58",1
908,67,"R$12.919,75",660,"R$370.736,94",240,"R$269.017,45",0
909,50,"R$8.046,95",787,"R$331.008,40",360,"R$126.700,22",0
910,63,"R$9.634,28",651,"R$404.177,37",360,"R$269.051,57",0
911,68,"R$8.543,04",555,"R$376.389,60",300,"R$211.615,53",0
912,37,"R$7.133,42",521,"R$367.231,35",180,"R$290.279,22",0
913,46,"R$3.187,97",300,"R$157.584,94",300,"R$90.834,35",1
914,56,"R$7.803,46",845,"R$270.529,48",120,"R$84.542,51",0
915,21,"R$16.136,62",745,"R$464.265,67",360,"R$279.459,61",0
916,28,"R$4.888,85",378,"R$480.425,63",180,"R$179.034,56",0
917,69,"R$3.462,82",535,"R$216.122,33",360,"R$151.127,96",0
918,55,"R$12.840,97",633,"R$318.528,18",360,"R$231.979,01",0
919,35,"R$9.855,21",648,"R$507.196,54",300,"R$274.417,04",0
920,67,"R$8.468,55",397,"R$328.196,12",180,"R$226.983,96",0
921,42,"R$11.406,68",381,"R$388.850,92",180,"R$144.868,50",0
922,34,"R$5.921,25",801,"R$544.180,53",360,"R$297.143,84",1
923,46,"R$7.733,51",776,"R$363.842,27",180,"R$180.819,47",1
924,48,"R$10.387,89",849,"R$349.528,06",180,"R$211.694,71",1
925,43,"R$13.275,89",313,"R$384.296,33",300,"R$123.835,11",0
926,34,"R$5.078,64",691,"R$585.341,08",240,"R$395.726,52",0
927,44,"R$11.201,84",646,"R$444.620,18",120,"R$150.977,29",0
928,22,"R$8.954,60",609,"R$401.908,16",240,"R$252.493,08",0
929,65,"R$8.407,65",685,"R$347.564,00",180,"R$107.476,73",0
930,46,"R$7.980,68",508,"R$453.881,69",360,"R$324.953,89",0
931,34,"R$4.538,38",656,"R$465.969,98",120,"R$180.493,39",0
932,27,"R$10.407,72",393,"R$292.682,15",120,"R$163.243,10",1
933,23,"R$6.044,33",392,"R$468.662,82",360,"R$201.874,85",1
934,67,"R$5.300,77",639,"R$384.884,77",120,"R$254.533,38",0
935,43,"R$10.213,65",744,"R$402.479,86",360,"R$185.412,63",0
936,66,"R$9.972,84",321,"R$311.571,10",120,"R$206.354,97",0
937,63,"R$8.197,50",590,"R$360.001,80",240,"R$159.277,61",0
938,67,"R$10.698,86",784,"R$296.985,77",120,"R$200.832,63",0
939,65,"R$11.564,84",605,"R$292.178,18",300,"R$92.124,58",0
940,38,"R$11.270,56",427,"R$437.709,02",360,"R$193.316,67",0
941,58,"R$6.679,30",572,"R$364.488,34",120,"R$200.219,55",0
942,55,"R$10.535,26",741,"R$270.036,23",360,"R$87.094,73",0
943,35,"R$8.529,10",802,"R$617.705,26",300,"R$242.768,69",0
944,45,"R$12.314,77",429,"R$287.534,50",120,"R$220.616,16",0
945,57,"R$7.690,68",431,"R$509.210,30",120,"R$401.470,12",1
946,48,"R$7.108,82",781,"R$252.353,64",300,"R$169.045,39",0
947,30,"R$6.465,51",689,"R$445.650,23",300,"R$189.891,57",0
948,59,"R$8.473,22",624,"R$374.943,96",300,"R$161.322,91",0
949,37,"R$9.166,81",368,"R$337.094,33",360,"R$209.974,43",0
950,59,"R$9.214,91",747,"R$419.674,23",300,"R$150.579,03",0
951,42,"R$8.872,93",827,"R$406.225,99",360,"R$314.481,76",0
952,46,"R$9.677,59",464,"R$318.753,48",240,"R$131.455,99",0
953,64,"R$7.443,65",787,"R$314.226,11",120,"R$251.323,64",0
954,45,"R$5.818,71",725,"R$242.608,58",120,"R$132.917,21",0
955,37,"R$5.600,43",564,"R$430.556,44",180,"R$295.239,01",0
956,33,"R$10.437,63",641,"R$274.619,52",240,"R$82.685,75",0
957,40,"R$9.175,81",577,"R$400.397,50",300,"R$298.045,17",0
958,45,"R$3.360,41",738,"R$459.247,80",300,"R$199.773,26",1
959,24,"R$10.741,88",456,"R$420.805,50",240,"R$266.777,38",1
960,30,"R$12.701,09",721,"R$327.686,87",300,"R$230.422,08",0
961,23,"R$6.210,21",550,"R$490.881,24",180,"R$187.552,90",0
962,61,"R$8.840,40",829,"R$359.202,85",360,"R$187.236,19",0
963,65,"R$6.816,35",626,"R$266.583,92",120,"R$145.799,54",0
964,38,"R$9.570,77",396,"R$371.627,25",240,"R$169.484,22",1
965,67,"R$5.084,98",812,"R$458.679,74",120,"R$248.089,74",0
966,56,"R$7.821,39",515,"R$332.558,57",360,"R$152.568,84",1
967,67,"R$10.453,29",431,"R$487.818,24",240,"R$234.335,14",1
968,42,"R$11.089,28",559,"R$322.967,39",360,"R$204.976,29",0
969,54,"R$9.066,24",424,"R$336.578,68",300,"R$207.432,31",0
970,67,"R$7.152,39",381,"R$295.392,10",300,"R$122.922,36",0
971,28,"R$4.018,50",582,"R$468.370,95",300,"R$350.688,74",0
972,60,"R$6.106,13",358,"R$394.675,74",360,"R$288.663,58",0
973,69,"R$6.826,82",843,"R$302.023,81",360,"R$167.484,78",0
974,64,"R$6.255,67",460,"R$360.378,97",360,"R$186.180,92",0
975,39,"R$8.148,88",583,"R$100.000,00",120,"R$48.842,80",0
976,62,"R$7.145,28",405,"R$477.797,24",360,"R$312.304,50",0
977,61,"R$8.430,30",404,"R$382.925,34",300,"R$243.476,58",0
978,57,"R$11.006,57",738,"R$159.376,18",180,"R$63.446,11",0
979,26,"R$6.983,84",527,"R$254.331,86",360,"R$161.686,14",0
980,46,"R$4.542,83",617,"R$357.840,59",180,"R$152.517,24",0
981,54,"R$6.245,73",763,"R$268.582,92",300,"R$83.067,10",0
982,65,"R$9.458,97",771,"R$479.334,93",360,"R$311.378,05",0
983,26,"R$9.694,86",355,"R$441.857,29",120,"R$275.010,56",0
984,57,"R$9.015,21",312,"R$435.953,59",120,"R$220.332,96",0
985,53,"R$11.251,84",739,"R$139.565,31",180,"R$78.553,36",0
986,42,"R$7.534,09",317,"R$347.454,16",120,"R$268.785,19",0
987,41,"R$13.130,42",412,"R$330.238,35",120,"R$197.350,47",0
988,26,"R$10.045,47",528,"R$304.594,55",120,"R$191.572,30",0
989,26,"R$2.000,00",470,"R$358.482,47",300,"R$119.000,29",0
990,68,"R$12.501,65",594,"R$287.376,18",120,"R$110.064,28",0
991,24,"R$6.082,53",488,"R$421.522,07",240,"R$189.885,63",1
992,50,"R$5.414,75",725,"R$476.655,14",360,"R$271.545,50",0
993,31,"R$9.309,43",378,"R$468.038,37",120,"R$322.148,68",0
994,50,"R$3.654,55",481,"R$386.208,87",120,"R$177.895,70",0
995,51,"R$6.261,33",798,"R$599.923,97",120,"R$286.878,37",0
996,44,"R$11.892,75",370,"R$513.997,51",240,"R$220.029,71",0
997,29,"R$9.390,54",547,"R$389.844,18",120,"R$166.582,24",0
998,23,"R$10.030,60",445,"R$351.772,78",120,"R$272.424,07",0
999,51,"R$6.357,72",595,"R$533.802,72",360,"R$329.745,20",0
1000,60,"R$4.154,08",769,"R$500.758,07",240,"R$189.261,82",0
1001,57,"R$9.767,04",805,"R$258.957,28",240,"R$171.202,95",0
1002,56,"R$10.325,64",492,"R$508.582,13",120,"R$336.178,16",0
1003,44,"R$10.212,48",367,"R$384.562,65",240,"R$243.518,57",0
1004,51,"R$8.522,67",793,"R$313.908,85",180,"R$115.317,62",0
1005,26,"R$5.582,33",351,"R$202.079,41",240,"R$101.847,16",0
1006,22,"R$14.094,42",662,"R$373.108,38",240,"R$131.848,35",0
1007,40,"R$9.199,47",773,"R$398.777,24",240,"R$282.458,01",0
1008,48,"R$7.565,28",820,"R$558.732,77",300,"R$350.652,90",0
1009,31,"R$7.576,38",730,"R$495.723,38",300,"R$274.433,44",0
1010,24,"R$8.373,99",597,"R$341.711,33",300,"R$161.119,54",1
1011,35,"R$10.674,02",734,"R$438.934,24",240,"R$172.116,97",0
1012,26,"R$8.474,07",497,"R$482.624,94",180,"R$170.474,61",0
1013,69,"R$10.146,28",427,"R$408.595,74",240,"R$320.592,51",1
1014,50,"R$8.378,49",831,"R$341.284,58",120,"R$136.453,88",0
1015,58,"R$7.719,12",710,"R$346.782,75",180,"R$114.416,57",0
1016,22,"R$9.603,13",364,"R$438.547,31",300,"R$342.432,38",0
1017,35,"R$9.508,22",540,"R$441.298,06",360,"R$253.515,09",0
1018,31,"R$7.575,91",668,"R$370.704,54",180,"R$258.873,50",0
1019,28,"R$6.126,98",835,"R$138.084,78",300,"R$44.447,13",0
1020,46,"R$8.854,32",683,"R$270.947,73",180,"R$158.090,67",0
1021,65,"R$8.195,87",730,"R$461.968,89",180,"R$230.570,97",0
1022,64,"R$6.612,82",382,"R$186.916,20",240,"R$128.221,19",0
1023,25,"R$5.894,00",585,"R$518.418,10",120,"R$165.485,71",0
1024,26,"R$9.026,19",833,"R$503.615,73",360,"R$252.233,56",0
1025,46,"R$9.375,24",758,"R$404.109,64",300,"R$282.689,53",0
1026,24,"R$7.099,92",511,"R$459.793,10",180,"R$258.104,23",0
1027,39,"R$6.550,16",425,"R$452.877,47",360,"R$260.413,32",0
1028,40,"R$5.924,36",712,"R$388.312,69",180,"R$135.358,95",0
1029,53,"R$8.955,64",798,"R$262.611,09",120,"R$96.159,06",0
1030,40,"R$5.990,06",724,"R$496.727,30",360,"R$317.160,28",0
1031,69,"R$13.602,84",842,"R$540.723,00",300,"R$344.723,52",0
1032,32,"R$6.974,30",457,"R$279.140,95",180,"R$220.396,21",0
1033,67,"R$2.000,00",411,"R$258.874,50",120,"R$169.815,59",1
1034,21,"R$7.924,57",701,"R$386.320,31",360,"R$211.171,08",0
1035,46,"R$7.817,42",421,"R$337.377,54",180,"R$245.834,84",0
1036,34,"R$10.779,30",572,"R$414.494,92",180,"R$146.000,24",0
1037,58,"R$8.720,32",593,"R$520.799,40",300,"R$273.236,32",0
1038,57,"R$5.915,41",697,"R$175.432,96",120,"R$77.814,09",0
1039,31,"R$7.284,02",770,"R$558.127,20",240,"R$196.638,76",0
1040,56,"R$8.818,55",506,"R$359.333,16",180,"R$244.975,76",0
1041,33,"R$2.588,21",409,"R$451.177,90",360,"R$250.582,41",1
1042,63,"R$11.346,55",739,"R$461.872,58",300,"R$267.139,88",0
1043,23,"R$5.922,08",577,"R$473.534,12",300,"R$239.431,92",0
1044,53,"R$11.542,61",781,"R$406.190,81",180,"R$215.349,62",0
1045,26,"R$8.981,16",413,"R$429.556,06",180,"R$153.784,80",0
1046,30,"R$9.573,99",776,"R$428.902,21",180,"R$272.978,63",0
1047,25,"R$10.873,56",620,"R$336.971,72",240,"R$173.952,78",0
1048,43,"R$9.432,83",478,"R$224.194,48",180,"R$158.815,73",0
1049,30,"R$9.682,22",518,"R$278.081,42",120,"R$110.716,34",0
1050,64,"R$7.588,96",827,"R$389.576,20",360,"R$156.815,15",0
1051,22,"R$8.930,42",791,"R$321.319,33",180,"R$200.143,32",0
1052,33,"R$6.531,26",360,"R$321.550,39",240,"R$232.481,48",0
1053,60,"R$7.141,47",353,"R$579.925,10",360,"R$310.897,22",0
1054,22,"R$12.911,74",837,"R$485.889,48",300,"R$322.376,46",1
1055,40,"R$5.979,52",364,"R$374.792,40",180,"R$299.708,35",0
1056,21,"R$8.385,79",470,"R$467.203,49",360,"R$371.488,83",1
1057,57,"R$8.283,67",572,"R$357.973,14",300,"R$240.618,24",0
1058,29,"R$7.223,11",834,"R$411.072,34",240,"R$275.333,48",0
1059,37,"R$9.286,00",690,"R$444.162,86",120,"R$188.240,41",0
1060,29,"R$9.474,31",626,"R$358.239,40",180,"R$256.775,19",0
1061,31,"R$5.685,45",407,"R$331.474,95",120,"R$166.583,09",0
1062,35,"R$8.253,39",461,"R$522.393,18",240,"R$407.987,48",0
1063,44,"R$5.294,08",751,"R$461.411,30",360,"R$157.209,22",0
1064,58,"R$9.971,37",505,"R$174.538,91",360,"R$90.397,22",0
1065,55,"R$8.441,22",315,"R$333.186,41",240,"R$192.555,17",0
1066,50,"R$8.205,82",626,"R$321.872,75",240,"R$161.766,20",0
1067,51,"R$9.647,58",301,"R$337.886,19",180,"R$136.941,76",0
1068,69,"R$7.311,22",309,"R$486.240,23",300,"R$290.039,50",1
1069,25,"R$10.285,05",733,"R$401.920,60",120,"R$272.485,67",0
1070,64,"R$5.628,89",424,"R$261.037,03",120,"R$162.474,48",1
1071,34,"R$11.529,69",380,"R$361.678,52",360,"R$150.901,11",0
1072,31,"R$6.622,72",784,"R$454.173,76",360,"R$302.390,69",0
1073,29,"R$3.759,55",449,"R$378.035,50",180,"R$161.968,90",1
1074,54,"R$7.178,66",639,"R$335.532,40",240,"R$130.052,75",0
1075,32,"R$6.895,08",428,"R$433.121,93",120,"R$279.508,31",0
1076,55,"R$7.159,82",737,"R$561.819,25",180,"R$405.292,82",0
1077,55,"R$8.579,12",800,"R$446.142,48",360,"R$241.260,35",0
1078,21,"R$10.744,61",357,"R$530.094,15",360,"R$299.872,09",0
1079,60,"R$7.520,74",497,"R$342.238,58",120,"R$154.477,52",0
1080,42,"R$6.270,96",510,"R$399.163,79",360,"R$218.465,94",0
1081,49,"R$5.183,63",344,"R$397.144,80",360,"R$145.351,62",0
1082,28,"R$6.829,54",396,"R$411.867,91",300,"R$320.398,40",0
1083,31,"R$3.280,44",578,"R$444.051,96",240,"R$310.916,45",0
1084,61,"R$6.187,17",834,"R$308.103,09",360,"R$195.333,21",0
1085,57,"R$11.110,13",709,"R$464.733,27",300,"R$264.478,40",0
1086,34,"R$5.941,60",760,"R$237.211,41",180,"R$165.119,20",0
1087,50,"R$9.571,79",690,"R$266.424,33",360,"R$145.834,98",0
1088,55,"R$4.933,79",343,"R$613.562,61",180,"R$276.095,17",1
1089,41,"R$12.427,74",326,"R$348.987,93",360,"R$132.680,72",0
1090,57,"R$12.594,02",396,"R$472.951,94",120,"R$295.024,01",0
1091,25,"R$9.477,55",847,"R$569.829,04",300,"R$435.755,60",0
1092,39,"R$12.978,13",518,"R$168.554,39",300,"R$63.512,86",0
1093,34,"R$8.889,48",484,"R$512.624,62",120,"R$199.928,23",0
1094,46,"R$9.921,29",368,"R$464.894,36",240,"R$240.258,81",0
1095,24,"R$11.154,83",429,"R$564.039,73",300,"R$396.773,56",1
1096,45,"R$8.449,30",633,"R$281.847,68",180,"R$125.975,02",0
1097,65,"R$4.119,06",453,"R$545.125,47",300,"R$232.744,84",0
1098,62,"R$9.972,41",846,"R$326.058,56",240,"R$198.890,23",0
1099,45,"R$6.820,35",378,"R$505.477,78",180,"R$287.014,02",0
1100,38,"R$7.006,18",712,"R$396.397,90",180,"R$130.854,98",0
1101,60,"R$8.744,74",845,"R$477.076,88",120,"R$162.561,56",0
1102,28,"R$9.415,70",468,"R$404.886,92",360,"R$251.639,85",0
1103,59,"R$8.375,34",814,"R$216.059,84",120,"R$115.065,22",0
1104,60,"R$9.589,32",613,"R$100.000,00",360,"R$78.548,86",0
1105,34,"R$6.232,86",331,"R$420.991,55",120,"R$269.125,46",0
1106,52,"R$7.893,24",586,"R$373.626,50",360,"R$113.969,84",0
1107,58,"R$10.122,71",342,"R$439.822,10",300,"R$237.727,97",0
1108,53,"R$12.431,98",300,"R$374.784,65",180,"R$190.099,76",0
1109,43,"R$13.316,09",569,"R$601.807,74",360,"R$212.652,94",0
1110,35,"R$9.082,44",479,"R$423.053,71",300,"R$322.199,57",1
1111,53,"R$10.100,02",817,"R$355.305,23",240,"R$249.603,93",0
1112,45,"R$12.953,95",402,"R$433.736,31",120,"R$180.019,20",0
1113,37,"R$6.322,91",309,"R$357.132,52",240,"R$152.849,28",0
1114,53,"R$9.574,25",389,"R$409.293,02",300,"R$129.340,29",0
1115,67,"R$9.920,86",525,"R$278.251,98",240,"R$124.756,70",0
1116,22,"R$11.619,65",425,"R$399.141,48",240,"R$236.415,89",0
1117,34,"R$5.157,15",508,"R$352.214,76",300,"R$179.778,05",0
1118,60,"R$5.651,49",396,"R$287.726,34",180,"R$225.758,07",0
1119,60,"R$8.053,46",373,"R$597.573,59",360,"R$196.028,09",0
1120,59,"R$8.944,32",490,"R$291.626,46",120,"R$173.726,28",0
1121,26,"R$10.807,16",355,"R$400.696,42",360,"R$292.169,69",1
1122,26,"R$9.293,86",331,"R$319.719,20",120,"R$172.766,81",0
1123,23,"R$7.621,47",826,"R$429.703,95",360,"R$129.547,73",0
1124,27,"R$9.041,15",583,"R$272.561,49",240,"R$114.857,62",0
